timestamp,temperature,hour,day_of_year
2025-01-02 18:45:00,0.8654578914281941,18.75,2
2025-01-02 19:00:00,0.17559846122809364,19.0,2
2025-01-02 19:15:00,0.06878296880067447,19.25,2
2025-01-02 19:30:00,0.17759211869211772,19.5,2
2025-01-02 19:45:00,1.0086117373556667,19.75,2
2025-01-02 20:00:00,0.9627490594466798,20.0,2
2025-01-02 20:15:00,0.25647916672761356,20.25,2
2025-01-02 20:30:00,-0.27986669942324005,20.5,2
2025-01-02 20:45:00,-0.43574788414128124,20.75,2
2025-01-02 21:00:00,-0.6341469552295499,21.0,2
2025-01-02 21:15:00,0.11671131208109253,21.25,2
2025-01-02 21:30:00,0.7689786502046942,21.5,2
2025-01-02 21:45:00,0.14548667532579218,21.75,2
2025-01-02 22:00:00,-0.5937650886181898,22.0,2
2025-01-02 22:15:00,-2.715018772944683,22.25,2
2025-01-02 22:30:00,-3.336471330761844,22.5,2
2025-01-02 22:45:00,-4.2380313565155845,22.75,2
2025-01-02 23:00:00,-4.667816398308469,23.0,2
2025-01-02 23:15:00,-4.56193370330131,23.25,2
2025-01-02 23:30:00,-4.618432806990313,23.5,2
2025-01-02 23:45:00,-4.822808181430612,23.75,2
2025-01-03 00:00:00,-4.860619978443927,0.0,3
2025-01-03 00:15:00,-5.0,0.25,3
2025-01-03 00:30:00,-5.0,0.5,3
2025-01-03 00:45:00,-5.0,0.75,3
2025-01-03 01:00:00,-5.0,1.0,3
2025-01-03 01:15:00,-5.0,1.25,3
2025-01-03 01:30:00,-5.0,1.5,3
2025-01-03 01:45:00,-5.0,1.75,3
2025-01-03 02:00:00,-5.0,2.0,3
2025-01-03 02:15:00,-5.0,2.25,3
2025-01-03 02:30:00,-5.0,2.5,3
2025-01-03 02:45:00,-5.0,2.75,3
2025-01-03 03:00:00,-5.0,3.0,3
2025-01-03 03:15:00,-5.0,3.25,3
2025-01-03 03:30:00,-5.0,3.5,3
2025-01-03 03:45:00,-5.0,3.75,3
2025-01-03 04:00:00,-5.0,4.0,3
2025-01-03 04:15:00,-5.0,4.25,3
2025-01-03 04:30:00,-5.0,4.5,3
2025-01-03 04:45:00,-5.0,4.75,3
2025-01-03 05:00:00,-5.0,5.0,3
2025-01-03 05:15:00,-5.0,5.25,3
2025-01-03 05:30:00,-5.0,5.5,3
2025-01-03 05:45:00,-5.0,5.75,3
2025-01-03 06:00:00,-5.0,6.0,3
2025-01-03 06:15:00,-4.856023604619515,6.25,3
2025-01-03 06:30:00,-5.0,6.5,3
2025-01-03 06:45:00,-5.0,6.75,3
2025-01-03 07:00:00,-5.0,7.0,3
2025-01-03 07:15:00,-5.0,7.25,3
2025-01-03 07:30:00,-5.0,7.5,3
2025-01-03 07:45:00,-5.0,7.75,3
2025-01-03 08:00:00,-4.829785467568787,8.0,3
2025-01-03 08:15:00,-5.0,8.25,3
2025-01-03 08:30:00,-5.0,8.5,3
2025-01-03 08:45:00,-5.0,8.75,3
2025-01-03 09:00:00,-5.0,9.0,3
2025-01-03 09:15:00,-5.0,9.25,3
2025-01-03 09:30:00,-5.0,9.5,3
2025-01-03 09:45:00,-5.0,9.75,3
2025-01-03 10:00:00,-5.0,10.0,3
2025-01-03 10:15:00,-5.0,10.25,3
2025-01-03 10:30:00,-4.58166434701247,10.5,3
2025-01-03 10:45:00,-4.471260046785384,10.75,3
2025-01-03 11:00:00,-3.3301465641685466,11.0,3
2025-01-03 11:15:00,-3.096546080003944,11.25,3
2025-01-03 11:30:00,-2.315712389580851,11.5,3
2025-01-03 11:45:00,-2.1234483828277515,11.75,3
2025-01-03 12:00:00,-1.593455667874053,12.0,3
2025-01-03 12:15:00,-1.0948269064495648,12.25,3
2025-01-03 12:30:00,-0.6403106474483333,12.5,3
2025-01-03 12:45:00,-1.065297686223494,12.75,3
2025-01-03 13:00:00,-0.48307765456024643,13.0,3
2025-01-03 13:15:00,-0.4609051157466073,13.25,3
2025-01-03 13:30:00,0.22084496688436772,13.5,3
2025-01-03 13:45:00,-1.0848597787195584,13.75,3
2025-01-03 14:00:00,-1.8507278348772087,14.0,3
2025-01-03 14:15:00,-1.3062258124392563,14.25,3
2025-01-03 14:30:00,0.251501908181317,14.5,3
2025-01-03 14:45:00,1.0014177601972065,14.75,3
2025-01-03 15:00:00,0.6399777028183311,15.0,3
2025-01-03 15:15:00,-0.4228510593392363,15.25,3
2025-01-03 15:30:00,0.2579572402352479,15.5,3
2025-01-03 15:45:00,0.3135925534171573,15.75,3
2025-01-03 16:00:00,0.8205443991740748,16.0,3
2025-01-03 16:15:00,0.9526706445043474,16.25,3
2025-01-03 16:30:00,1.0007176206774542,16.5,3
2025-01-03 16:45:00,3.078391399884711,16.75,3
2025-01-03 17:00:00,2.957927591863477,17.0,3
2025-01-03 17:15:00,2.716795753572547,17.25,3
2025-01-03 17:30:00,2.494165674648071,17.5,3
2025-01-03 17:45:00,1.9387769285158527,17.75,3
2025-01-03 18:00:00,2.491969174805059,18.0,3
2025-01-03 18:15:00,2.0557838579993657,18.25,3
2025-01-03 18:30:00,2.3130490651277036,18.5,3
2025-01-03 18:45:00,2.290307371379467,18.75,3
2025-01-03 19:00:00,2.9015965138841016,19.0,3
2025-01-03 19:15:00,2.902104917910937,19.25,3
2025-01-03 19:30:00,1.7382534518847668,19.5,3
2025-01-03 19:45:00,0.5328848466736149,19.75,3
2025-01-03 20:00:00,1.2820366626492572,20.0,3
2025-01-03 20:15:00,0.5621031153488081,20.25,3
2025-01-03 20:30:00,-0.639269487434457,20.5,3
2025-01-03 20:45:00,-1.343353978313514,20.75,3
2025-01-03 21:00:00,-0.6760115263493565,21.0,3
2025-01-03 21:15:00,-1.9383736699721532,21.25,3
2025-01-03 21:30:00,-2.7660959792459714,21.5,3
2025-01-03 21:45:00,-3.427792684069397,21.75,3
2025-01-03 22:00:00,-4.479610405981921,22.0,3
2025-01-03 22:15:00,-5.0,22.25,3
2025-01-03 22:30:00,-5.0,22.5,3
2025-01-03 22:45:00,-5.0,22.75,3
2025-01-03 23:00:00,-5.0,23.0,3
2025-01-03 23:15:00,-5.0,23.25,3
2025-01-03 23:30:00,-5.0,23.5,3
2025-01-03 23:45:00,-5.0,23.75,3
2025-01-04 00:00:00,-5.0,0.0,4
2025-01-04 00:15:00,-5.0,0.25,4
2025-01-04 00:30:00,-5.0,0.5,4
2025-01-04 00:45:00,-5.0,0.75,4
2025-01-04 01:00:00,-5.0,1.0,4
2025-01-04 01:15:00,-5.0,1.25,4
2025-01-04 01:30:00,-5.0,1.5,4
2025-01-04 01:45:00,-5.0,1.75,4
2025-01-04 02:00:00,-5.0,2.0,4
2025-01-04 02:15:00,-5.0,2.25,4
2025-01-04 02:30:00,-5.0,2.5,4
2025-01-04 02:45:00,-5.0,2.75,4
2025-01-04 03:00:00,-5.0,3.0,4
2025-01-04 03:15:00,-5.0,3.25,4
2025-01-04 03:30:00,-5.0,3.5,4
2025-01-04 03:45:00,-5.0,3.75,4
2025-01-04 04:00:00,-5.0,4.0,4
2025-01-04 04:15:00,-5.0,4.25,4
2025-01-04 04:30:00,-5.0,4.5,4
2025-01-04 04:45:00,-5.0,4.75,4
2025-01-04 05:00:00,-5.0,5.0,4
2025-01-04 05:15:00,-5.0,5.25,4
2025-01-04 05:30:00,-4.912842359975909,5.5,4
2025-01-04 05:45:00,-4.366524820191883,5.75,4
2025-01-04 06:00:00,-5.0,6.0,4
2025-01-04 06:15:00,-4.4414055609618295,6.25,4
2025-01-04 06:30:00,-3.369274636513847,6.5,4
2025-01-04 06:45:00,-3.3833353307212497,6.75,4
2025-01-04 07:00:00,-3.4582527491721256,7.0,4
2025-01-04 07:15:00,-3.803052447556614,7.25,4
2025-01-04 07:30:00,-3.6505285923705926,7.5,4
2025-01-04 07:45:00,-2.995216181641537,7.75,4
2025-01-04 08:00:00,-3.4052158435419657,8.0,4
2025-01-04 08:15:00,-4.145112181733509,8.25,4
2025-01-04 08:30:00,-4.149462804917917,8.5,4
2025-01-04 08:45:00,-4.83789504764759,8.75,4
2025-01-04 09:00:00,-4.1420831508029305,9.0,4
2025-01-04 09:15:00,-4.1290327543542595,9.25,4
2025-01-04 09:30:00,-5.0,9.5,4
2025-01-04 09:45:00,-4.887251573812608,9.75,4
2025-01-04 10:00:00,-4.627686843786975,10.0,4
2025-01-04 10:15:00,-3.9187866812748844,10.25,4
2025-01-04 10:30:00,-3.6495129325852727,10.5,4
2025-01-04 10:45:00,-1.973043329290384,10.75,4
2025-01-04 11:00:00,-2.042019541440384,11.0,4
2025-01-04 11:15:00,-1.7798129971313772,11.25,4
2025-01-04 11:30:00,-1.5520492345784875,11.5,4
2025-01-04 11:45:00,-1.4557744034811517,11.75,4
2025-01-04 12:00:00,-1.062422517630492,12.0,4
2025-01-04 12:15:00,-0.406588494955345,12.25,4
2025-01-04 12:30:00,0.7772667064240232,12.5,4
2025-01-04 12:45:00,-0.1344004181500944,12.75,4
2025-01-04 13:00:00,-0.26041387638324176,13.0,4
2025-01-04 13:15:00,-0.33887835910327757,13.25,4
2025-01-04 13:30:00,0.5525920934336492,13.5,4
2025-01-04 13:45:00,0.4880512289217518,13.75,4
2025-01-04 14:00:00,-0.6568321201199869,14.0,4
2025-01-04 14:15:00,-0.36435178688156533,14.25,4
2025-01-04 14:30:00,-0.1806740257753967,14.5,4
2025-01-04 14:45:00,0.1328129576940118,14.75,4
2025-01-04 15:00:00,-0.43491601277567504,15.0,4
2025-01-04 15:15:00,0.9444419359240703,15.25,4
2025-01-04 15:30:00,0.8109862878287175,15.5,4
2025-01-04 15:45:00,0.7642553566520143,15.75,4
2025-01-04 16:00:00,0.20586171234960315,16.0,4
2025-01-04 16:15:00,-0.36299996680760316,16.25,4
2025-01-04 16:30:00,-1.125145082132112,16.5,4
2025-01-04 16:45:00,-1.2868414309191976,16.75,4
2025-01-04 17:00:00,-1.854365918691085,17.0,4
2025-01-04 17:15:00,-0.30318845516510295,17.25,4
2025-01-04 17:30:00,-1.6110522283614195,17.5,4
2025-01-04 17:45:00,-2.341836224793271,17.75,4
2025-01-04 18:00:00,-2.5479950626973937,18.0,4
2025-01-04 18:15:00,-2.012407007192843,18.25,4
2025-01-04 18:30:00,-2.285816887867901,18.5,4
2025-01-04 18:45:00,-1.8039561021672879,18.75,4
2025-01-04 19:00:00,-2.531297836725269,19.0,4
2025-01-04 19:15:00,-2.5110560164108513,19.25,4
2025-01-04 19:30:00,-1.333338857583466,19.5,4
2025-01-04 19:45:00,-2.1332931565856046,19.75,4
2025-01-04 20:00:00,-1.9422773037886005,20.0,4
2025-01-04 20:15:00,-1.9293303136233575,20.25,4
2025-01-04 20:30:00,-3.6570640683844955,20.5,4
2025-01-04 20:45:00,-4.153083484395703,20.75,4
2025-01-04 21:00:00,-3.437962368344342,21.0,4
2025-01-04 21:15:00,-3.4727980964353904,21.25,4
2025-01-04 21:30:00,-4.465113564893889,21.5,4
2025-01-04 21:45:00,-4.090820944913188,21.75,4
2025-01-04 22:00:00,-4.568309458337018,22.0,4
2025-01-04 22:15:00,-4.447574053413104,22.25,4
2025-01-04 22:30:00,-4.333018642793517,22.5,4
2025-01-04 22:45:00,-5.0,22.75,4
2025-01-04 23:00:00,-4.856937819275721,23.0,4
2025-01-04 23:15:00,-5.0,23.25,4
2025-01-04 23:30:00,-5.0,23.5,4
2025-01-04 23:45:00,-5.0,23.75,4
2025-01-05 00:00:00,-5.0,0.0,5
2025-01-05 00:15:00,-5.0,0.25,5
2025-01-05 00:30:00,-5.0,0.5,5
2025-01-05 00:45:00,-5.0,0.75,5
2025-01-05 01:00:00,-5.0,1.0,5
2025-01-05 01:15:00,-5.0,1.25,5
2025-01-05 01:30:00,-5.0,1.5,5
2025-01-05 01:45:00,-5.0,1.75,5
2025-01-05 02:00:00,-5.0,2.0,5
2025-01-05 02:15:00,-5.0,2.25,5
2025-01-05 02:30:00,-5.0,2.5,5
2025-01-05 02:45:00,-5.0,2.75,5
2025-01-05 03:00:00,-5.0,3.0,5
2025-01-05 03:15:00,-5.0,3.25,5
2025-01-05 03:30:00,-5.0,3.5,5
2025-01-05 03:45:00,-5.0,3.75,5
2025-01-05 04:00:00,-5.0,4.0,5
2025-01-05 04:15:00,-5.0,4.25,5
2025-01-05 04:30:00,-5.0,4.5,5
2025-01-05 04:45:00,-5.0,4.75,5
2025-01-05 05:00:00,-5.0,5.0,5
2025-01-05 05:15:00,-5.0,5.25,5
2025-01-05 05:30:00,-5.0,5.5,5
2025-01-05 05:45:00,-5.0,5.75,5
2025-01-05 06:00:00,-5.0,6.0,5
2025-01-05 06:15:00,-5.0,6.25,5
2025-01-05 06:30:00,-5.0,6.5,5
2025-01-05 06:45:00,-5.0,6.75,5
2025-01-05 07:00:00,-5.0,7.0,5
2025-01-05 07:15:00,-5.0,7.25,5
2025-01-05 07:30:00,-4.75327912852161,7.5,5
2025-01-05 07:45:00,-5.0,7.75,5
2025-01-05 08:00:00,-4.909340950351264,8.0,5
2025-01-05 08:15:00,-4.699905936079307,8.25,5
2025-01-05 08:30:00,-4.783675623721716,8.5,5
2025-01-05 08:45:00,-5.0,8.75,5
2025-01-05 09:00:00,-5.0,9.0,5
2025-01-05 09:15:00,-5.0,9.25,5
2025-01-05 09:30:00,-5.0,9.5,5
2025-01-05 09:45:00,-5.0,9.75,5
2025-01-05 10:00:00,-5.0,10.0,5
2025-01-05 10:15:00,-5.0,10.25,5
2025-01-05 10:30:00,-5.0,10.5,5
2025-01-05 10:45:00,-3.5192788301036324,10.75,5
2025-01-05 11:00:00,-3.55765475934581,11.0,5
2025-01-05 11:15:00,-3.0671556112765783,11.25,5
2025-01-05 11:30:00,-3.5052226173717247,11.5,5
2025-01-05 11:45:00,-2.0485002229449747,11.75,5
2025-01-05 12:00:00,-1.5920451843755508,12.0,5
2025-01-05 12:15:00,-2.0450291151625306,12.25,5
2025-01-05 12:30:00,-1.083468567660859,12.5,5
2025-01-05 12:45:00,0.03721161407025686,12.75,5
2025-01-05 13:00:00,0.37371876558958,13.0,5
2025-01-05 13:15:00,-0.5697466375774507,13.25,5
2025-01-05 13:30:00,0.9272356272177784,13.5,5
2025-01-05 13:45:00,1.311559776048294,13.75,5
2025-01-05 14:00:00,2.2722910515886845,14.0,5
2025-01-05 14:15:00,1.9721296323438933,14.25,5
2025-01-05 14:30:00,1.7843818573780854,14.5,5
2025-01-05 14:45:00,1.9519617929837838,14.75,5
2025-01-05 15:00:00,2.801627083569495,15.0,5
2025-01-05 15:15:00,2.91678497757008,15.25,5
2025-01-05 15:30:00,2.032490560052328,15.5,5
2025-01-05 15:45:00,2.240746702337931,15.75,5
2025-01-05 16:00:00,3.380072319722882,16.0,5
2025-01-05 16:15:00,3.351131650121359,16.25,5
2025-01-05 16:30:00,3.350633277418659,16.5,5
2025-01-05 16:45:00,2.3575544174373553,16.75,5
2025-01-05 17:00:00,1.2968963389131396,17.0,5
2025-01-05 17:15:00,0.8054721749024765,17.25,5
2025-01-05 17:30:00,0.536432650611508,17.5,5
2025-01-05 17:45:00,0.5618251206089602,17.75,5
2025-01-05 18:00:00,0.6085218549743032,18.0,5
2025-01-05 18:15:00,1.6370560284420304,18.25,5
2025-01-05 18:30:00,1.5127663679576295,18.5,5
2025-01-05 18:45:00,2.077503691003246,18.75,5
2025-01-05 19:00:00,1.8202071936201318,19.0,5
2025-01-05 19:15:00,2.5964903806130195,19.25,5
2025-01-05 19:30:00,0.9896129525164303,19.5,5
2025-01-05 19:45:00,0.3327114774271071,19.75,5
2025-01-05 20:00:00,0.7957465219978153,20.0,5
2025-01-05 20:15:00,0.4077211180032382,20.25,5
2025-01-05 20:30:00,0.7921771205903949,20.5,5
2025-01-05 20:45:00,0.7564202540007523,20.75,5
2025-01-05 21:00:00,1.0972745374152728,21.0,5
2025-01-05 21:15:00,1.1711726472875363,21.25,5
2025-01-05 21:30:00,1.2677056586534676,21.5,5
2025-01-05 21:45:00,1.9174383316498758,21.75,5
2025-01-05 22:00:00,2.1663629083216307,22.0,5
2025-01-05 22:15:00,2.3949039042204356,22.25,5
2025-01-05 22:30:00,1.918696336797459,22.5,5
2025-01-05 22:45:00,1.03393242030675,22.75,5
2025-01-05 23:00:00,0.12944903520811168,23.0,5
2025-01-05 23:15:00,0.2492410349213121,23.25,5
2025-01-05 23:30:00,-1.876547961692274,23.5,5
2025-01-05 23:45:00,-3.1098332948282272,23.75,5
2025-01-06 00:00:00,-4.045041942479941,0.0,6
2025-01-06 00:15:00,-4.435514952021691,0.25,6
2025-01-06 00:30:00,-5.0,0.5,6
2025-01-06 00:45:00,-5.0,0.75,6
2025-01-06 01:00:00,-5.0,1.0,6
2025-01-06 01:15:00,-4.1659835535994425,1.25,6
2025-01-06 01:30:00,-3.627612533895693,1.5,6
2025-01-06 01:45:00,-3.1331476641762874,1.75,6
2025-01-06 02:00:00,-1.8025690003159758,2.0,6
2025-01-06 02:15:00,-2.5057297963391,2.25,6
2025-01-06 02:30:00,-3.8172793333167423,2.5,6
2025-01-06 02:45:00,-4.163046536146476,2.75,6
2025-01-06 03:00:00,-4.894749400838318,3.0,6
2025-01-06 03:15:00,-5.0,3.25,6
2025-01-06 03:30:00,-5.0,3.5,6
2025-01-06 03:45:00,-5.0,3.75,6
2025-01-06 04:00:00,-5.0,4.0,6
2025-01-06 04:15:00,-5.0,4.25,6
2025-01-06 04:30:00,-5.0,4.5,6
2025-01-06 04:45:00,-5.0,4.75,6
2025-01-06 05:00:00,-4.653530293829247,5.0,6
2025-01-06 05:15:00,-4.586201898517791,5.25,6
2025-01-06 05:30:00,-4.73677069619905,5.5,6
2025-01-06 05:45:00,-4.022844124319965,5.75,6
2025-01-06 06:00:00,-3.091973589156534,6.0,6
2025-01-06 06:15:00,-2.132989502480463,6.25,6
2025-01-06 06:30:00,-2.8302004747091942,6.5,6
2025-01-06 06:45:00,-3.1522483191479282,6.75,6
2025-01-06 07:00:00,-4.253936247707456,7.0,6
2025-01-06 07:15:00,-4.255418578765234,7.25,6
2025-01-06 07:30:00,-3.7776876349087027,7.5,6
2025-01-06 07:45:00,-3.687535492291391,7.75,6
2025-01-06 08:00:00,-2.1371689997671766,8.0,6
2025-01-06 08:15:00,-2.2803172879171356,8.25,6
2025-01-06 08:30:00,-2.875044554673634,8.5,6
2025-01-06 08:45:00,-2.261639437989519,8.75,6
2025-01-06 09:00:00,-1.9541380185136026,9.0,6
2025-01-06 09:15:00,-1.3652470007521766,9.25,6
2025-01-06 09:30:00,-0.961800172181452,9.5,6
2025-01-06 09:45:00,-0.6053813705458324,9.75,6
